Crop ,Tray_position ,Replicate ,Treatment ,day ,date       ,batchid         ,tray ,planteye_id ,digital_biomass__avg ,digital_biomass__max ,digital_biomass__min ,height__avg   ,height__max ,height__min ,height_max__avg ,height_max__max ,height_max__min ,leaf_area_index__avg ,leaf_area_index__max ,leaf_area_index__min ,proj_area__avg ,proj_area__max ,proj_area__min ,ndvi_aver__avg ,ndvi_aver__max ,ndvi_aver__min ,greenness_aver__avg ,greenness_aver__max ,greenness_aver__min ,hue_aver__avg ,hue_aver__max ,hue_aver__min ,area_3d__avg   ,area_3d__max ,area_3d__min ,leaf_inclination__avg ,leaf_inclination__max ,leaf_inclination__min ,leaf_angle__avg ,leaf_angle__max ,leaf_angle__min ,light_pen_depth__avg ,light_pen_depth__max ,light_pen_depth__min ,npci_aver__avg ,npci_aver__max ,npci_aver__min ,psri_aver__avg ,psri_aver__max ,psri_aver__min
Mn24 ,A1            ,1,UV5       ,1,19/04/2022,31_HG_mix_st_16 ,0,scan2       ,682302,682302,682302,19.27,19.27,19.27,30.283,30.283,30.283,0.151,0.151,0.151,21594.797,21594.797,21594.797,0.62447,0.62447,0.62447,0.39515,0.39515,0.39515,101.23997,101.23997,101.23997,35406.988,35406.988,35406.988,1.63127,1.63127,1.63127,37.807,37.807,37.807,12.649,12.649,12.649,0.26198,0.26198,0.26198,0.09127,0.09127,0.09127
Mn24 ,A2            ,2,UV5       ,1,19/04/2022,31_HG_mix_st_16 ,1,scan2       ,777582.75,777582.75,777582.75,17.4,17.4,17.4,37.722,37.722,37.722,0.191,0.191,0.191,27809.18,27809.18,27809.18,0.63633,0.63633,0.63633,0.39609,0.39609,0.39609,102.07024,102.07024,102.07024,44689.777,44689.777,44689.777,1.5983,1.5983,1.5983,38.73,38.73,38.73,12.428,12.428,12.428,0.25007,0.25007,0.25007,0.08385,0.08385,0.08385
Cr31 ,A3            ,1,UV5       ,1,19/04/2022,31_HG_mix_st_16 ,2,scan2       ,1197134.875,1197134.875,1197134.875,33.611,33.611,33.611,58.099,58.099,58.099,0.152,0.152,0.152,20373.186,20373.186,20373.186,0.52849,0.52849,0.52849,0.31465,0.31465,0.31465,101.51311,101.51311,101.51311,35616.875,35616.875,35616.875,1.72958,1.72958,1.72958,35.321,35.321,35.321,29.495,29.495,29.495,0.20507,0.20507,0.20507,0.09072,0.09072,0.09072
Mn24 ,A4            ,3,UV5       ,1,19/04/2022,31_HG_mix_st_16 ,3,scan2       ,491242.5,491242.5,491242.5,13.314,13.314,13.314,50.505,50.505,50.505,0.158,0.158,0.158,23699.791,23699.791,23699.791,0.62293,0.62293,0.62293,0.38715,0.38715,0.38715,101.31194,101.31194,101.31194,36896.363,36896.363,36896.363,1.55592,1.55592,1.55592,39.992,39.992,39.992,10.314,10.314,10.314,0.25074,0.25074,0.25074,0.08855,0.08855,0.08855
Cr31 ,A5            ,2,UV5       ,1,19/04/2022,31_HG_mix_st_16 ,4,scan2       ,450819.812,450819.812,450819.812,19.794,19.794,19.794,40.505,40.505,40.505,0.097,0.097,0.097,13075.604,13075.604,13075.604,0.49214,0.49214,0.49214,0.28846,0.28846,0.28846,100.59364,100.59364,100.59364,22775.361,22775.361,22775.361,1.72417,1.72417,1.72417,35.448,35.448,35.448,17.234,17.234,17.234,0.19036,0.19036,0.19036,0.09579,0.09579,0.09579
Pr26 ,B1            ,2,UV5       ,1,19/04/2022,31_HG_mix_st_16 ,5,scan2       ,216003.125,216003.125,216003.125,8.624,8.624,8.624,17.311,17.311,17.311,0.107,0.107,0.107,16957.111,16957.111,16957.111,0.57766,0.57766,0.57766,0.38353,0.38353,0.38353,99.62798,99.62798,99.62798,25045.879,25045.879,25045.879,1.47018,1.47018,1.47018,42.857,42.857,42.857,7.003,7.003,7.003,0.27053,0.27053,0.27053,0.10972,0.10972,0.10972
Bs49 ,B2            ,1,UV5       ,1,19/04/2022,31_HG_mix_st_16 ,6,scan2       ,81720.133,81720.133,81720.133,8.299,8.299,8.299,16.287,16.287,16.287,0.042,0.042,0.042,7193.581,7193.581,7193.581,0.70394,0.70394,0.70394,0.43507,0.43507,0.43507,104.65117,104.65117,104.65117,9847.045,9847.045,9847.045,1.36517,1.36517,1.36517,47.096,47.096,47.096,7.319,7.319,7.319,0.24785,0.24785,0.24785,0.06291,0.06291,0.06291
Bs79 ,B3            ,4,UV5       ,1,19/04/2022,31_HG_mix_st_16 ,7,scan2       ,976266.062,976266.062,976266.062,24.521,24.521,24.521,36.529,36.529,36.529,0.17,0.17,0.17,26548.449,26548.449,26548.449,0.71326,0.71326,0.71326,-0.03957,-0.03957,-0.03957,16.9551,16.9551,16.9551,39812.832,39812.832,39812.832,1.49471,1.49471,1.49471,41.991,41.991,41.991,20.003,20.003,20.003,0.17034,0.17034,0.17034,0.03896,0.03896,0.03896
Cr31 ,B4            ,4,UV5       ,1,19/04/2022,31_HG_mix_st_16 ,8,scan2       ,1108946.5,1108946.5,1108946.5,30.516,30.516,30.516,51.934,51.934,51.934,0.155,0.155,0.155,20492.92,20492.92,20492.92,0.53396,0.53396,0.53396,0.31008,0.31008,0.31008,101.94244,101.94244,101.94244,36339.594,36339.594,36339.594,1.75753,1.75753,1.75753,34.677,34.677,34.677,26.56,26.56,26.56,0.19724,0.19724,0.19724,0.08486,0.08486,0.08486
Bs79 ,A6            ,1,Control   ,2,20/04/2022,29_HG_mix_st_16 ,0,scan1       ,1572417.063,1633724.125,1511110,28.2095,28.308,28.111,38.716,39.095,38.337,0.238,0.248,0.228,36719.5095,37765.785,35673.234,0.72991,0.73296,0.72686,-0.12668,-0.12386,-0.1295,350.134765,355.79956,344.46997,55748.855,58117.23,53380.48,1.51231,1.53418,1.49044,41.4075,42.138,40.677,15.705,15.898,15.512,0.13924,0.16417,0.11431,0.02339,0.0306,0.01618
Pr26 ,A7            ,1,Control   ,2,20/04/2022,29_HG_mix_st_16 ,1,scan1       ,1108165.563,1184985.5,1031345.625,23.101,23.2,23.002,58.8675,60.333,57.402,0.205,0.22,0.19,31180.035,33921.273,28438.797,0.578485,0.58245,0.57452,0.370075,0.3799,0.36025,101.006515,102.10306,99.90997,47984.9645,51515.984,44453.945,1.532285,1.55263,1.51194,40.75,41.405,40.095,11.2645,11.753,10.776,0.257035,0.2811,0.23297,0.097445,0.10718,0.08771
Cr31 ,A8            ,3,Control   ,2,20/04/2022,29_HG_mix_st_16 ,2,scan1       ,3182772.125,3631392.75,2734151.5,53.2595,53.81,52.709,73.543,74.315,72.771,0.2555,0.294,0.217,39507.1895,46173.367,32841.012,0.58824,0.59677,0.57971,0.365865,0.3715,0.36023,105.434515,105.79052,105.07851,59853.2775,68895.539,50811.016,1.49659,1.52298,1.4702,41.948,42.856,41.04,32.92,36.13,29.71,0.216055,0.21878,0.21333,0.072325,0.07411,0.07054
Bs79 ,A9            ,2,Control   ,2,20/04/2022,29_HG_mix_st_16 ,3,scan1       ,1271045.875,1331458.125,1210633.625,22.0305,22.188,21.873,38.7345,40.122,37.347,0.2465,0.256,0.237,38134.209,39416.719,36851.699,0.732415,0.73799,0.72684,-0.12362,-0.11939,-0.12785,349.88098,354.77304,344.98892,57679.0545,60009.297,55348.812,1.50918,1.52099,1.49737,41.5025,41.899,41.106,16.668,16.828,16.508,0.137055,0.15542,0.11869,0.02357,0.02919,0.01795
Bs79 ,A10           ,3,Control   ,2,20/04/2022,29_HG_mix_st_16 ,4,scan1       ,756072.656,794764,717381.312,15.752,16.105,15.399,41.387,43.242,39.532,0.205,0.211,0.199,31837.631,32485.707,31189.555,0.73568,0.74316,0.7282,-0.121125,-0.11463,-0.12762,351.92255,356.1861,347.659,47968.633,49349.707,46587.559,1.504295,1.51738,1.49121,41.668,42.112,41.224,12.293,12.671,11.915,0.147805,0.16207,0.13354,0.02895,0.03355,0.02435
Pr26 ,B6            ,3,Control   ,2,20/04/2022,29_HG_mix_st_16 ,5,scan1       ,621417.156,633964.562,608869.75,12.839,13.126,12.552,30.2345,30.537,29.932,0.207,0.216,0.198,31626.6535,33492.188,29761.119,0.58709,0.59076,0.58342,0.37911,0.38727,0.37095,100.956115,101.86527,100.04696,48447.3265,50508.891,46385.762,1.529765,1.5554,1.50413,40.838,41.668,40.008,9.6525,9.712,9.593,0.259065,0.2806,0.23753,0.0982,0.10604,0.09036
Bs49 ,B7            ,3,Control   ,2,20/04/2022,29_HG_mix_st_16 ,6,scan1       ,115286.0545,126977.992,103594.117,7.038,7.149,6.927,15.388,16.434,14.342,0.07,0.076,0.064,10806.876,11812.064,9801.688,0.70692,0.70704,0.7068,0.43519,0.43792,0.43246,104.74652,104.99436,104.49868,16358.8725,17761.904,14955.841,1.51289,1.52211,1.50367,41.3765,41.684,41.069,6.046,6.085,6.007,0.245285,0.25208,0.23849,0.062525,0.06372,0.06133
Mn24 ,B8            ,4,Control   ,2,20/04/2022,29_HG_mix_st_16 ,7,scan1       ,189950.3595,217495.016,162405.703,8.283,8.783,7.783,13.909,14.851,12.967,0.0975,0.106,0.089,15654.607,16905.814,14403.4,0.648175,0.66058,0.63577,0.393725,0.39571,0.39174,102.898655,104.53249,101.26482,22814.7105,24763.898,20865.523,1.456565,1.46585,1.44728,43.359,43.704,43.014,7.0425,7.518,6.567,0.229445,0.25548,0.20341,0.0772,0.08787,0.06653
Bs49 ,B9            ,4,Control   ,2,20/04/2022,29_HG_mix_st_16 ,8,scan1       ,234154.8045,252368.859,215940.75,9.9975,10.014,9.981,23.325,29.913,16.737,0.1,0.108,0.092,15319.8665,16541.088,14098.645,0.702225,0.70268,0.70177,0.431305,0.43439,0.42822,104.656065,105.13818,104.17395,23424.783,25285.5,21564.066,1.530135,1.53169,1.52858,40.8075,40.858,40.757,8.826,8.888,8.764,0.24385,0.25435,0.23335,0.062905,0.06536,0.06045
Mn24 ,A1            ,1,Control   ,2,20/04/2022,29_HG_mix_st_16 ,0,scan2       ,954831,1010806.812,898855.188,18.229,18.24,18.218,27.448,29.413,25.483,0.224,0.237,0.211,34732.7345,36428.492,33036.977,0.63,0.63697,0.62303,0.37858,0.38796,0.3692,103.65025,105.49182,101.80868,52377.746,55416.605,49338.887,1.500455,1.51396,1.48695,41.799,42.26,41.338,12.657,12.716,12.598,0.220545,0.24985,0.19124,0.07494,0.08737,0.06251
Mn24 ,A2            ,2,Control   ,2,20/04/2022,29_HG_mix_st_16 ,1,scan2       ,1086430.282,1142956.375,1029904.188,19.373,19.463,19.283,49.8885,54.968,44.809,0.2395,0.253,0.226,37735.1505,40045.008,35425.293,0.621775,0.6288,0.61475,0.384335,0.39185,0.37682,102.63002,103.93092,101.32912,56094.7635,59272.312,52917.215,1.47964,1.48722,1.47206,42.52,42.789,42.251,13.413,13.432,13.394,0.235195,0.25997,0.21042,0.083065,0.09304,0.07309
Cr31 ,A3            ,1,Control   ,2,20/04/2022,29_HG_mix_st_16 ,2,scan2       ,3511281.125,4107272,2915290.25,49.363,49.448,49.278,66.3355,68.517,64.154,0.304,0.355,0.253,46464.719,54774.879,38154.559,0.6174,0.62361,0.61119,0.394105,0.39776,0.39045,102.83424,103.32758,102.3409,71111.045,83062.25,59159.84,1.513625,1.53399,1.49326,41.362,42.041,40.683,28.068,29.485,26.651,0.26038,0.26563,0.25513,0.08478,0.08739,0.08217
Mn24 ,A4            ,3,Control   ,2,20/04/2022,29_HG_mix_st_16 ,3,scan2       ,748829.344,889345.438,608313.25,18.289,20.131,16.447,49.5395,50.781,48.298,0.1735,0.189,0.158,28911.014,31485.383,26336.645,0.640785,0.64951,0.63206,0.395545,0.39723,0.39386,102.329395,103.53922,101.11957,40581.746,44177.68,36985.812,1.401965,1.40566,1.39827,45.5025,45.656,45.349,16.4665,18.172,14.761,0.241255,0.26037,0.22214,0.082035,0.09009,0.07398
Pr26 ,B1            ,2,Control   ,2,20/04/2022,29_HG_mix_st_16 ,5,scan2       ,410949.7345,414715.75,407183.719,10.8535,11.155,10.552,29.7155,31.072,28.359,0.162,0.165,0.159,26302.8025,27375.152,25230.453,0.59659,0.59809,0.59509,0.38963,0.39805,0.38121,100.47467,101.05855,99.89079,37881.9355,38586.504,37177.367,1.438,1.46977,1.40623,44.0985,45.325,42.872,8.9025,9.134,8.671,0.267525,0.28524,0.24981,0.101115,0.107,0.09523
Bs49 ,B2            ,1,Control   ,2,20/04/2022,29_HG_mix_st_16 ,6,scan2       ,137648.6525,151845.078,123452.227,8.298,8.468,8.128,14.595,15.396,13.794,0.071,0.077,0.065,11788.221,12785.305,10791.137,0.71047,0.71128,0.70966,0.4373,0.43904,0.43556,105.44584,105.66816,105.22352,16559.8255,17930.951,15188.7,1.40436,1.40738,1.40134,45.403,45.528,45.278,7.035,7.208,6.862,0.240635,0.24741,0.23386,0.059795,0.06057,0.05902
Bs79 ,B3            ,4,Control   ,2,20/04/2022,29_HG_mix_st_16 ,7,scan2       ,1104960.375,1140106.875,1069813.875,20.0765,20.145,20.008,51.8665,53.767,49.966,0.2355,0.244,0.227,37960.3435,39223.902,36696.785,0.734455,0.73877,0.73014,-0.058625,-0.05326,-0.06399,8.878425,13.6516,4.10525,55043.74,56982.738,53104.742,1.446645,1.45027,1.44302,43.7285,43.866,43.591,14.6555,14.709,14.602,0.172735,0.19335,0.15212,0.03646,0.04142,0.0315
Pr26 ,A6            ,1,UV8       ,2,20/04/2022,30_HG_mix_st_16 ,0,scan1       ,942339.4373,986826.312,889935.125,22.88833333,23.066,22.563,35.152,35.57,34.781,0.176,0.183,0.169,26376.51233,27610.279,25031.447,0.573573333,0.58012,0.56586,0.35637,0.3592,0.35248,102.0739633,102.25211,101.90324,41159.92033,42838.875,39442.734,1.555266667,1.56883,1.54649,40.015,40.286,39.598,11.57233333,11.721,11.478,0.23693,0.23915,0.23414,0.088156667,0.09005,0.08635
Bs79 ,A7            ,1,UV8       ,2,20/04/2022,30_HG_mix_st_16 ,1,scan1       ,1455652.25,1507209.125,1397188.125,27.427,27.553,27.263,60.97866667,64,55.559,0.227,0.235,0.219,34218.05333,35208.945,32947.074,0.709863333,0.71426,0.70616,-0.081993333,-0.07929,-0.08449,358.8186033,359.08914,358.3779,53069.10833,54876.785,51247.938,1.5448,1.55222,1.53363,40.34133333,40.695,40.107,15.66166667,15.763,15.535,0.138563333,0.14057,0.13676,0.028756667,0.0297,0.02773
Cr31 ,A8            ,3,UV8       ,2,20/04/2022,30_HG_mix_st_16 ,2,scan1       ,2796229.917,3042811.25,2556781.75,49.957,51.393,48.316,70.67433333,73.001,67.234,0.239,0.253,0.226,35767.34533,38003.633,33360.727,0.58858,0.59377,0.58328,0.344003333,0.35113,0.33635,104.6666033,104.95094,104.27685,55908.47767,59206.508,52917.566,1.539943333,1.56256,1.52469,40.50033333,40.984,39.789,36.48166667,36.933,35.848,0.208553333,0.21846,0.20056,0.06826,0.0706,0.06627
Bs79 ,A9            ,2,UV8       ,2,20/04/2022,30_HG_mix_st_16 ,3,scan1       ,1306129.25,1355519.25,1257207.625,23.92533333,24.019,23.868,37.61666667,37.924,37.446,0.233333333,0.242,0.224,35208.89833,36429.441,33688.668,0.720946667,0.72471,0.71549,-0.102106667,-0.09892,-0.10601,357.8788767,359.03162,355.59485,54595.81,56743.039,52341.852,1.545453333,1.55224,1.53598,40.32,40.619,40.106,16.92533333,17.014,16.881,0.14209,0.14783,0.13523,0.025296667,0.02691,0.02281
Bs79 ,A10           ,3,UV8       ,2,20/04/2022,30_HG_mix_st_16 ,4,scan1       ,716365.3543,738287,693218.938,15.15233333,15.257,15.072,22.662,22.897,22.446,0.202333333,0.207,0.197,30908.72333,31478.766,30082.742,0.735253333,0.73965,0.72956,-0.11465,-0.10961,-0.11994,356.4426867,357.55673,355.7482,47273.13167,48389.988,45993.852,1.526263333,1.53445,1.51853,40.93433333,41.187,40.668,11.54,11.775,11.387,0.154223333,0.15775,0.15091,0.02948,0.03093,0.02875
Pr26 ,B6            ,3,UV8       ,2,20/04/2022,30_HG_mix_st_16 ,5,scan1       ,542020.0107,568263.125,503269.469,13.72833333,13.978,13.353,21.185,21.827,20.054,0.168666667,0.175,0.161,25888.48767,26959.014,24716.189,0.571983333,0.5763,0.56532,0.368556667,0.37151,0.36349,100.9068533,100.98167,100.83389,39460.19433,41017.52,37690.918,1.519103333,1.52274,1.5153,41.168,41.294,41.048,10.86066667,11.102,10.489,0.254463333,0.25858,0.248,0.099163333,0.09987,0.0982
Bs49 ,B7            ,3,UV8       ,2,20/04/2022,30_HG_mix_st_16 ,6,scan1       ,197530.651,208343.406,187185.844,9.196333333,9.281,9.035,20.18766667,20.227,20.168,0.092,0.096,0.089,13871.25033,14389.094,13509.27,0.69916,0.69982,0.69823,0.427563333,0.43228,0.42264,105.1354067,105.32146,104.87689,21472.40367,22467.646,20717.639,1.54718,1.56082,1.53369,40.268,40.693,39.842,7.817,7.902,7.648,0.234743333,0.244,0.22559,0.061256667,0.06314,0.05982
Mn24 ,B8            ,4,UV8       ,2,20/04/2022,30_HG_mix_st_16 ,7,scan1       ,241984.7863,255035.359,225643.219,7.906,8.257,7.676,15.17966667,15.59,14.952,0.131,0.135,0.126,21623.85267,22244.877,21127.482,0.638423333,0.64163,0.63422,0.39092,0.39164,0.38957,102.98615,103.13549,102.81219,30596.35467,31505.445,29395.607,1.413026667,1.43371,1.39177,45.05966667,45.93,44.225,6.617,6.913,6.404,0.224836667,0.22843,0.22262,0.078473333,0.08056,0.07703
Bs49 ,B9            ,4,UV8       ,2,20/04/2022,30_HG_mix_st_16 ,8,scan1       ,406310.073,430174.969,391274.125,11.05033333,11.301,10.883,19.79433333,20.7,18.96,0.157333333,0.163,0.154,23714.49067,24413.568,23308.996,0.69474,0.69654,0.693,0.422556667,0.42857,0.41669,105.3566367,105.54349,105.25864,36754.33567,38066.566,35953.703,1.5479,1.55908,1.53921,40.24366667,40.516,39.895,9.170666667,9.379,9.043,0.227936667,0.23588,0.21906,0.06025,0.06128,0.05884
Mn24 ,A1            ,1,UV8       ,2,20/04/2022,30_HG_mix_st_16 ,0,scan2       ,950227.8123,977471.875,928621.5,18.03866667,18.344,17.869,27.08666667,28.037,25.892,0.225,0.234,0.216,35714.43333,37099.695,34171.742,0.629806667,0.63291,0.62739,0.382686667,0.38662,0.38065,103.8564767,104.09515,103.50348,52694.844,54701.766,50621.887,1.469836667,1.47525,1.46372,42.87033333,43.092,42.675,12.22266667,12.284,12.102,0.21911,0.22613,0.2149,0.07474,0.07807,0.07229
Mn24 ,A2            ,2,UV8       ,2,20/04/2022,30_HG_mix_st_16 ,1,scan2       ,1026425.021,1057906.25,1005435.438,17.26166667,17.38,17.069,54.93266667,57.341,52.684,0.254,0.261,0.247,40917.43233,42214.598,39248.703,0.62917,0.63217,0.62631,0.38383,0.38558,0.38179,103.1955333,103.41335,102.96832,59464.195,61024.312,57850.023,1.450306667,1.4695,1.4395,43.597,44.001,42.882,12.65933333,12.803,12.532,0.225236667,0.22931,0.22271,0.07812,0.08032,0.07666
Cr31 ,A3            ,1,UV8       ,2,20/04/2022,30_HG_mix_st_16 ,2,scan2       ,2830858.917,3063402.75,2591156.75,46.152,47.266,44.795,61.57633333,62.282,61.066,0.261666667,0.277,0.247,40657.67733,43216.387,38220.34,0.61137,0.6158,0.60575,0.385343333,0.39069,0.3777,102.8819067,103.04316,102.73675,61275.78367,64811.734,57844.484,1.488566667,1.49543,1.47957,42.20566667,42.521,41.966,31.40866667,31.945,30.943,0.251483333,0.25942,0.24213,0.08382,0.08485,0.08241
Mn24 ,A4            ,3,UV8       ,2,20/04/2022,30_HG_mix_st_16 ,3,scan2       ,955625.9793,1111309.25,798993,25.84133333,28.959,22.521,57.22766667,61.451,54.134,0.157666667,0.164,0.152,26448.41167,27685.875,25135.805,0.632253333,0.63558,0.62916,0.39243,0.39322,0.39186,102.50607,102.56478,102.45119,36860.815,38375.488,35477.406,1.392003333,1.40836,1.38231,45.92666667,46.337,45.237,23.67333333,26.707,20.406,0.23773,0.23824,0.23735,0.082623333,0.08356,0.08128
Cr31 ,A5            ,2,UV8       ,2,20/04/2022,30_HG_mix_st_16 ,4,scan2       ,2202965.333,2429966,1958957.75,42.69133333,44.078,41.157,62.86033333,64.018,62.26,0.22,0.236,0.203,33681.27933,36599.023,30687.354,0.60265,0.60701,0.59653,0.381006667,0.38727,0.37273,102.9262767,103.08086,102.62979,51515.26033,55128.273,47596.758,1.509856667,1.53113,1.48503,41.48633333,42.328,40.775,30.34066667,30.835,29.982,0.24904,0.25938,0.23905,0.085096667,0.08728,0.08354
Pr26 ,B1            ,2,UV8       ,2,20/04/2022,30_HG_mix_st_16 ,5,scan2       ,289121.9373,304497.75,265551.531,9.924333333,10.068,9.715,22.333,25.506,19.007,0.124333333,0.13,0.117,19920.841,20866.242,18711.23,0.59073,0.59571,0.58443,0.38544,0.38842,0.381,100.4530167,100.50929,100.40883,29115.47467,30481.215,27334.703,1.457273333,1.46101,1.45413,43.33,43.447,43.191,8.205333333,8.334,8.123,0.265436667,0.26953,0.25814,0.101696667,0.10207,0.10107
Bs49 ,B2            ,1,UV8       ,2,20/04/2022,30_HG_mix_st_16 ,6,scan2       ,118346.9557,123975.383,113165.031,7.705666667,7.761,7.618,13.32633333,14.336,12.679,0.065333333,0.068,0.063,10951.86367,11386.755,10605.971,0.70043,0.70111,0.70002,0.426836667,0.42995,0.42464,105.27421,105.56547,105.10539,15355.327,15974.87,14854.871,1.401586667,1.4039,1.39801,45.51766667,45.667,45.421,6.485666667,6.564,6.372,0.22806,0.23441,0.22096,0.060973333,0.06201,0.0596
Bs79 ,B3            ,4,UV8       ,2,20/04/2022,30_HG_mix_st_16 ,7,scan2       ,904229.479,931675.062,883224.875,18.44366667,18.567,18.279,47.962,48.423,47.724,0.209333333,0.214,0.204,33200.786,33859.309,32599.545,0.734676667,0.7376,0.73143,-0.052746667,-0.05075,-0.05393,10.87703333,11.97012,9.89207,49025.09767,50178.133,47781.375,1.47295,1.47864,1.46162,42.759,43.169,42.553,13.46033333,13.557,13.403,0.16056,0.16181,0.15886,0.033346667,0.03447,0.03256
Cr31 ,B4            ,4,UV8       ,2,20/04/2022,30_HG_mix_st_16 ,8,scan2       ,2663061.083,2805061.75,2521726.5,45.14033333,45.784,44.49,61.28666667,61.782,60.313,0.252,0.262,0.242,39314.30967,41225.379,37344.273,0.601666667,0.60443,0.59879,0.37867,0.38362,0.37294,102.79136,102.99167,102.52052,58973.55333,61267.5,56680.992,1.485103333,1.50148,1.47173,42.33,42.801,41.758,25.673,25.984,25.394,0.24597,0.25475,0.23694,0.0848,0.08656,0.08317
Pr26 ,A6            ,1,UV5       ,2,20/04/2022,31_HG_mix_st_16 ,0,scan1       ,1120014.25,1120014.25,1120014.25,26.859,26.859,26.859,39.701,39.701,39.701,0.178,0.178,0.178,26938.256,26938.256,26938.256,0.56445,0.56445,0.56445,0.35916,0.35916,0.35916,101.40727,101.40727,101.40727,41700.52,41700.52,41700.52,1.54,1.54,1.54,40.491,40.491,40.491,12.868,12.868,12.868,0.24546,0.24546,0.24546,0.09618,0.09618,0.09618
Bs79 ,A7            ,1,UV5       ,2,20/04/2022,31_HG_mix_st_16 ,1,scan1       ,1711499,1711499,1711499,30.991,30.991,30.991,52.285,52.285,52.285,0.236,0.236,0.236,36747.461,36747.461,36747.461,0.71585,0.71585,0.71585,-0.11371,-0.11371,-0.11371,352.87433,352.87433,352.87433,55226.336,55226.336,55226.336,1.49671,1.49671,1.49671,41.922,41.922,41.922,21.838,21.838,21.838,0.13765,0.13765,0.13765,0.02621,0.02621,0.02621
Cr31 ,A8            ,3,UV5       ,2,20/04/2022,31_HG_mix_st_16 ,2,scan1       ,3066511.25,3066511.25,3066511.25,50.534,50.534,50.534,66.742,66.742,66.742,0.259,0.259,0.259,39163.672,39163.672,39163.672,0.59929,0.59929,0.59929,0.37458,0.37458,0.37458,105.21184,105.21184,105.21184,60682.18,60682.18,60682.18,1.53283,1.53283,1.53283,40.72,40.72,40.72,30.103,30.103,30.103,0.22699,0.22699,0.22699,0.07243,0.07243,0.07243
Bs79 ,A9            ,2,UV5       ,2,20/04/2022,31_HG_mix_st_16 ,3,scan1       ,1654953.125,1654953.125,1654953.125,28.43,28.43,28.43,41.999,41.999,41.999,0.249,0.249,0.249,38222.41,38222.41,38222.41,0.72259,0.72259,0.72259,-0.11009,-0.11009,-0.11009,356.55573,356.55573,356.55573,58211.523,58211.523,58211.523,1.51748,1.51748,1.51748,41.221,41.221,41.221,21.699,21.699,21.699,0.15163,0.15163,0.15163,0.02714,0.02714,0.02714
Bs79 ,A10           ,3,UV5       ,2,20/04/2022,31_HG_mix_st_16 ,4,scan1       ,1182455.75,1182455.75,1182455.75,22.978,22.978,22.978,29.955,29.955,29.955,0.22,0.22,0.22,33210.473,33210.473,33210.473,0.72651,0.72651,0.72651,-0.11596,-0.11596,-0.11596,357.15842,357.15842,357.15842,51459.805,51459.805,51459.805,1.54492,1.54492,1.54492,40.336,40.336,40.336,17.711,17.711,17.711,0.16399,0.16399,0.16399,0.03026,0.03026,0.03026
Pr26 ,B6            ,3,UV5       ,2,20/04/2022,31_HG_mix_st_16 ,5,scan1       ,434760.188,434760.188,434760.188,10.829,10.829,10.829,25.023,25.023,25.023,0.172,0.172,0.172,26037.176,26037.176,26037.176,0.5784,0.5784,0.5784,0.38217,0.38217,0.38217,99.65021,99.65021,99.65021,40147.957,40147.957,40147.957,1.53895,1.53895,1.53895,40.525,40.525,40.525,8.404,8.404,8.404,0.2801,0.2801,0.2801,0.10794,0.10794,0.10794
Bs49 ,B7            ,3,UV5       ,2,20/04/2022,31_HG_mix_st_16 ,6,scan1       ,228301.875,228301.875,228301.875,9.394,9.394,9.394,14.164,14.164,14.164,0.104,0.104,0.104,15864.537,15864.537,15864.537,0.69861,0.69861,0.69861,0.44254,0.44254,0.44254,104.2915,104.2915,104.2915,24302.914,24302.914,24302.914,1.5313,1.5313,1.5313,40.77,40.77,40.77,7.973,7.973,7.973,0.26648,0.26648,0.26648,0.06757,0.06757,0.06757
Mn24 ,B8            ,4,UV5       ,2,20/04/2022,31_HG_mix_st_16 ,7,scan1       ,632796.062,632796.062,632796.062,12.2,12.2,12.2,20.886,20.886,20.886,0.222,0.222,0.222,34696.867,34696.867,34696.867,0.62855,0.62855,0.62855,0.40333,0.40333,0.40333,102.20808,102.20808,102.20808,51868.738,51868.738,51868.738,1.49259,1.49259,1.49259,42.064,42.064,42.064,9.558,9.558,9.558,0.25717,0.25717,0.25717,0.08788,0.08788,0.08788
Bs49 ,B9            ,4,UV5       ,2,20/04/2022,31_HG_mix_st_16 ,8,scan1       ,553089.812,553089.812,553089.812,12.934,12.934,12.934,21.646,21.646,21.646,0.183,0.183,0.183,26879.381,26879.381,26879.381,0.69616,0.69616,0.69616,0.44134,0.44134,0.44134,104.62426,104.62426,104.62426,42760.988,42760.988,42760.988,1.589,1.589,1.589,38.999,38.999,38.999,10.726,10.726,10.726,0.26537,0.26537,0.26537,0.06585,0.06585,0.06585
Mn24 ,A1            ,1,UV5       ,2,20/04/2022,31_HG_mix_st_16 ,0,scan2       ,969423.625,969423.625,969423.625,19.25,19.25,19.25,28.681,28.681,28.681,0.215,0.215,0.215,33774.543,33774.543,33774.543,0.61693,0.61693,0.61693,0.38297,0.38297,0.38297,102.58038,102.58038,102.58038,50359.828,50359.828,50359.828,1.48546,1.48546,1.48546,42.313,42.313,42.313,12.948,12.948,12.948,0.23517,0.23517,0.23517,0.08413,0.08413,0.08413
